algorithm,step,optimizer_steps,sampled_actions,pair_presentations,expected_reward,best_action_probability,entropy,kl_reference,loss,value_loss,clip_fraction,old_policy_kl,zero_group_fraction,dpo_training_loss,dpo_clean_loss
dpo,18,18,0,216,0.49449398170685777,0.440752890819222,0.6661643080861598,0.4324479805819501,0.35785773780085983,0.0,0.0,0.0,0.0,0.3448956350246803,0.5757558416709785
dpo,19,19,0,228,0.5022671329951123,0.4447450935614814,0.6363397510539595,0.4622725376141504,0.3448956350246803,0.0,0.0,0.0,0.0,0.33255158850443645,0.5751887652527824
dpo,20,20,0,240,0.5090064807076469,0.44817055275036566,0.6092067241296231,0.48940556453848666,0.33255158850443645,0.0,0.0,0.0,0.0,0.3207964431038552,0.5750543887942616
dpo,21,21,0,252,0.5149258026228349,0.45113259049222304,0.5841944585320459,0.5144178301360638,0.3207964431038552,0.0,0.0,0.0,0.0,0.3096089056941156,0.5753271935137853
dpo,22,22,0,264,0.5203326242047466,0.45381737180051795,0.5602239645850525,0.5383883240830573,0.3096089056941156,0.0,0.0,0.0,0.0,0.2989663965466267,0.575980968729047
dpo,23,23,0,276,0.5254954400402438,0.45641025286431935,0.5363060371532585,0.5623062515148511,0.2989663965466267,0.0,0.0,0.0,0.0,0.2888406248837511,0.5769843822450056
dpo,24,24,0,288,0.5305302159508183,0.4590154998005853,0.5121056967878561,0.5865065918802538,0.2888406248837511,0.0,0.0,0.0,0.0,0.2792041343313174,0.5783075113596604
dpo,25,25,0,300,0.5353848547268212,0.4616197604848181,0.48803749380011696,0.6105747948679929,0.2792041343313174,0.0,0.0,0.0,0.0,0.2700347640287936,0.579926285866224
dpo,26,26,0,312,0.5399180471797802,0.4641303800822476,0.46494201837540206,0.6336702702927077,0.2700347640287936,0.0,0.0,0.0,0.0,0.2613114686254995,0.5818182894920184
dpo,27,27,0,324,0.5439971029129942,0.4664386278821935,0.4436195213822075,0.6549927672859023,0.2613114686254995,0.0,0.0,0.0,0.0,0.2530104819636657,0.583958900914052
dpo,28,28,0,336,0.547572262955328,0.4684746585038462,0.4244092191394438,0.674203069528666,0.2530104819636657,0.0,0.0,0.0,0.0,0.24510792721642416,0.5863238748661931
dpo,29,29,0,348,0.5506970394465533,0.47023774918925365,0.4070664636968157,0.6915458249712941,0.24510792721642416,0.0,0.0,0.0,0.0,0.23758329326677066,0.5888927873489318
dpo,30,30,0,360,0.5534941475488491,0.47178702444494924,0.39095513281034455,0.7076571558577652,0.23758329326677066,0.0,0.0,0.0,0.0,0.2304180869150546,0.5916476584117083
dpo,31,31,0,372,0.5560987738593939,0.4732085398453959,0.3753797807856709,0.7232325078824389,0.2304180869150546,0.0,0.0,0.0,0.0,0.2235930089734999,0.5945700983819645
dpo,32,32,0,384,0.5586056993268262,0.47457941652317626,0.3599108063733216,0.7387014822947882,0.2235930089734999,0.0,0.0,0.0,0.0,0.21708844246875994,0.5976417629023387
dpo,33,33,0,396,0.5610414814948559,0.47593909617868857,0.344540151380382,0.7540721372877278,0.21708844246875994,0.0,0.0,0.0,0.0,0.21088671250531235,0.6008465785476255
dpo,34,34,0,408,0.563373167667011,0.47728101305090553,0.3296004197768333,0.7690118688912766,0.21088671250531235,0.0,0.0,0.0,0.0,0.2049721356822637,0.6041707606481762
dpo,35,35,0,420,0.5655424673978877,0.4785676750027038,0.3155378021919377,0.7830744864761721,0.2049721356822637,0.0,0.0,0.0,0.0,0.19932930828421402,0.6076010719125396
dpo,36,36,0,432,0.5675034958842482,0.47975576676926956,0.3026665614010184,0.7959457272670915,0.19932930828421402,0.0,0.0,0.0,0.0,0.19394267853964176,0.6111243643330417
dpo,37,37,0,444,0.5692465477733838,0.48081825765994296,0.29102252498786074,0.8075897636802492,0.19394267853964176,0.0,0.0,0.0,0.0,0.18879772664129657,0.6147287284419033
dpo,38,38,0,456,0.5708005797199222,0.48175541981083125,0.28037306453175836,0.8182392241363515,0.18879772664129657,0.0,0.0,0.0,0.0,0.18388149152573466,0.6184039918021224
dpo,39,39,0,468,0.5722181237540952,0.48259182079485397,0.2703468337477053,0.8282654549204046,0.18388149152573466,0.0,0.0,0.0,0.0,0.1791817529588653,0.6221408758549446
dpo,40,40,0,480,0.5735526741636309,0.4833639012766411,0.260606808022208,0.8380054806459019,0.1791817529588653,0.0,0.0,0.0,0.0,0.17468640571616015,0.6259303457922095
dpo,41,41,0,492,0.5748394006719091,0.4841051260341155,0.25098531424142206,0.8476269744266878,0.17468640571616015,0.0,0.0,0.0,0.0,0.17038389327616585,0.6297640200393434
dpo,42,42,0,504,0.5760869223422245,0.4848342837899797,0.24152038776896873,0.8570919008991411,0.17038389327616585,0.0,0.0,0.0,0.0,0.16626372693157557,0.6336346669596914
dpo,43,43,0,516,0.5772818575484611,0.48555152429963566,0.2323920760118582,0.8662202126562517,0.16626372693157557,0.0,0.0,0.0,0.0,0.16231622605239768,0.6375359256848888
dpo,44,44,0,528,0.5784018507908271,0.4862431054133305,0.2238059215678061,0.8748063671003037,0.16231622605239768,0.0,0.0,0.0,0.0,0.1585320194391545,0.6414617898629866
dpo,45,45,0,540,0.5794296474484738,0.48689103320490223,0.21588439486753824,0.8827278938005716,0.1585320194391545,0.0,0.0,0.0,0.0,0.1549020781821685,0.6454066234442744
dpo,46,46,0,552,0.5803618471380029,0.4874824691232421,0.20861443900649665,0.8899978496616132,0.1549020781821685,0.0,0.0,0.0,0.0,0.15141805443576517,0.6493654834850988
dpo,47,47,0,564,0.5812098597007811,0.4880151743535082,0.20186450950845297,0.8967477791596568,0.15141805443576517,0.0,0.0,0.0,0.0,0.14807228844573087,0.6533341134750091
dpo,48,48,0,576,0.5819943350371426,0.4884975568248606,0.19545084928824397,0.9031614393798656,0.14807228844573087,0.0,0.0,0.0,0.0,0.1448575106458629,0.6573086337453767
dpo,49,49,0,588,0.5827366176087307,0.4889444230220591,0.18921718366998658,0.909395104998123,0.1448575106458629,0.0,0.0,0.0,0.0,0.14176672260865195,0.6612854116016443
dpo,50,50,0,600,0.583451379826839,0.48937092946037836,0.183090866932643,0.9155214217354667,0.14176672260865195,0.0,0.0,0.0,0.0,0.13879335536570697,0.6652612094778977
dpo,51,51,0,612,0.5841433038848656,0.48978727024975355,0.17709335424536718,0.9215189344227424,0.13879335536570697,0.0,0.0,0.0,0.0,0.13593135917745594,0.6692332659662968
dpo,52,52,0,624,0.5848083996606894,0.4901960866153902,0.17130806108805158,0.9273042275800581,0.13593135917745594,0.0,0.0,0.0,0.0,0.13317506708287596,0.6731991523355877
dpo,53,53,0,636,0.5854385551274766,0.4905933353317026,0.16582712663618518,0.9327851620319244,0.13317506708287596,0.0,0.0,0.0,0.0,0.1305190570342562,0.6771566286649273
dpo,54,54,0,648,0.5860268163802012,0.49097168983888756,0.1607036679120083,0.9379086207561016,0.1305190570342562,0.0,0.0,0.0,0.0,0.1279581893652963,0.6811036757801278
dpo,55,55,0,660,0.586571051390087,0.4913245970418746,0.15592928023129987,0.9426830084368101,0.1279581893652963,0.0,0.0,0.0,0.0,0.12548769195891082,0.6850385756253786
dpo,56,56,0,672,0.5870748454732337,0.4916492487842732,0.1514418893840344,0.9471703992840752,0.12548769195891082,0.0,0.0,0.0,0.0,0.1231031228228149,0.6889598702073255
dpo,57,57,0,684,0.5875458348737459,0.49194751735820963,0.14715535797254464,0.951456930695565,0.1231031228228149,0.0,0.0,0.0,0.0,0.12080026527602643,0.6928662541180447
dpo,58,58,0,696,0.5879926467029728,0.4922248883254125,0.14299503255585894,0.9556172561122509,0.12080026527602643,0.0,0.0,0.0,0.0,0.11857510260703535,0.6967565469752518
dpo,59,59,0,708,0.5884219694690717,0.4924881696069131,0.1389231369631859,0.959689151704924,0.11857510260703535,0.0,0.0,0.0,0.0,0.11642386945247574,0.700629742917136
dpo,60,60,0,720,0.5888369221590284,0.49274303457581714,0.13494454401996364,0.963667744648146,0.11642386945247574,0.0,0.0,0.0,0.0,0.11434306308600951,0.7044850206373946
dpo,61,61,0,732,0.5892371071183133,0.4929923489121051,0.13109375814197993,0.9675185305261299,0.11434306308600951,0.0,0.0,0.0,0.0,0.1123293834215852,0.7083216828659396
dpo,62,62,0,744,0.5896199955487416,0.49323582435680413,0.12741189316993642,0.9712003954981734,0.1123293834215852,0.0,0.0,0.0,0.0,0.11037968542456988,0.7121391086968828
dpo,63,63,0,756,0.5899828476422635,0.493470939003939,0.12392497645216233,0.9746873122159474,0.11037968542456988,0.0,0.0,0.0,0.0,0.10849099385917667,0.7159367684284512
dpo,64,64,0,768,0.5903243058354309,0.4936945487875166,0.12063235602251507,0.9779799326455947,0.10849099385917667,0.0,0.0,0.0,0.0,0.1066605287552288,0.7197142493692553
dpo,65,65,0,780,0.5906450996243613,0.49390444108181053,0.11750823673203933,0.9811040519360705,0.1066605287552288,0.0,0.0,0.0,0.0,0.10488568483789562,0.7234712360281197
dpo,66,66,0,792,0.5909477629335094,0.49410025005644426,0.11451348854389326,0.9840988001242165,0.10488568483789562,0.0,0.0,0.0,0.0,0.10316398814403144,0.727207467854682
dpo,67,67,0,804,0.5912356693117353,0.4942835084692649,0.11161125058984782,0.9870010380782621,0.10316398814403144,0.0,0.0,0.0,0.0,0.10149308342770114,0.7309227279153028
dpo,68,68,0,816,0.591511903264687,0.4944569724593275,0.10877928860338643,0.9898330000647233,0.10149308342770114,0.0,0.0,0.0,0.0,0.09987075187215959,0.7346168619349523
dpo,69,69,0,828,0.5917784471903347,0.4946235900389052,0.10601445054915162,0.9925978381189582,0.09987075187215959,0.0,0.0,0.0,0.0,0.09829491528391375,0.7382897839793051
dpo,70,70,0,840,0.5920359321687605,0.49478554596952673,0.10332867393776088,0.9952836147303488,0.09829491528391375,0.0,0.0,0.0,0.0,0.09676361128380673,0.741941453358954
dpo,71,71,0,852,0.5922839299015699,0.49494372478197723,0.10073963992995574,0.9978726487381541,0.09676361128380673,0.0,0.0,0.0,0.0,0.09527496949389563,0.745571852663069
dpo,72,72,0,864,0.5925215682703512,0.49509773199901264,0.0982607877573052,1.0003515009108048,0.09527496949389563,0.0,0.0,0.0,0.0,0.09382721263044543,0.7491809907082673
dpo,73,73,0,876,0.5927481769298375,0.4952463795708387,0.09589480473165521,1.0027174839364545,0.09382721263044543,0.0,0.0,0.0,0.0,0.09241866720636709,0.7527689150996908
dpo,74,74,0,888,0.5929637146460157,0.4953883776248785,0.09363259397496212,1.0049796946931477,0.09241866720636709,0.0,0.0,0.0,0.0,0.09104775821857151,0.7563357088511711
dpo,75,75,0,900,0.593168860369971,0.4955229414762653,0.09145721306408786,1.007155075604022,0.09104775821857151,0.0,0.0,0.0,0.0,0.08971298996896147,0.7598814732239983
dpo,76,76,0,912,0.5933648007728944,0.4956501074623456,0.08935041295991464,1.009261875708195,0.08971298996896147,0.0,0.0,0.0,0.0,0.08841293480036876,0.7634063184915861
dpo,77,77,0,924,0.5935528576474295,0.49577069463541534,0.08729875120478066,1.0113135374633289,0.08841293480036876,0.0,0.0,0.0,0.0,0.0871462370618264,0.766910369886377
dpo,78,78,0,936,0.5937341314909595,0.4958859861264686,0.08529688117201636,1.0133154074960935,0.0871462370618264,0.0,0.0,0.0,0.0,0.08591161760723694,0.7703937740525156
dpo,79,79,0,948,0.5939092921017557,0.49599728867311543,0.08334714467083104,1.0152651439972789,0.08591161760723694,0.0,0.0,0.0,0.0,0.08470786646621363,0.7738566936848533
dpo,80,80,0,960,0.5940785610482409,0.4961055454425663,0.0814562464332379,1.0171560422348718,0.08470786646621363,0.0,0.0,0.0,0.0,0.08353383020197595,0.7772992968599836
dpo,81,81,0,972,0.5942418509520244,0.4962111324227855,0.07963082191504041,1.0189814667530692,0.08353383020197595,0.0,0.0,0.0,0.0,0.08238840690722261,0.7807217539622036
dpo,82,82,0,984,0.5943989791248088,0.4963138840859903,0.07787381992187191,1.0207384687462377,0.08238840690722261,0.0,0.0,0.0,0.0,0.08127054938855102,0.7841242427321441
dpo,83,83,0,996,0.594549864262415,0.4964133039353323,0.07618296446935033,1.0224293241987596,0.08127054938855102,0.0,0.0,0.0,0.0,0.08017926624419679,0.787506951163922
dpo,84,84,0,1008,0.594694639174338,0.49650885532198336,0.07455154390178487,1.024060744766325,0.08017926624419679,0.0,0.0,0.0,0.0,0.07911361556221955,0.7908700730000239
dpo,85,85,0,1020,0.5948336561676347,0.49660021652832376,0.07297084559940685,1.0256414430687029,0.07911361556221955,0.0,0.0,0.0,0.0,0.07807269707552629,0.7942138016487211
dpo,86,86,0,1032,0.5949674060981928,0.4966874168390857,0.07143303330503713,1.0271792553630728,0.07807269707552629,0.0,0.0,0.0,0.0,0.07705564982243186,0.7975383295457869
dpo,87,87,0,1044,0.5950964001186871,0.49677082626012725,0.06993327731638364,1.0286790113517261,0.07705564982243186,0.0,0.0,0.0,0.0,0.07606165399377246,0.8008438516353108
dpo,88,88,0,1056,0.5952210661093985,0.49685102634416645,0.06847042148401249,1.0301418671840972,0.07606165399377246,0.0,0.0,0.0,0.0,0.07508993060717946,0.8041305666269071
dpo,89,89,0,1068,0.5953416936800462,0.4969286252495224,0.06704615918025272,1.031566129487857,0.07508993060717946,0.0,0.0,0.0,0.0,0.07413973689940322,0.8073986739318396
dpo,90,90,0,1080,0.5954584355346516,0.49700408895562603,0.06566327885853093,1.0329490098095788,0.07413973689940322,0.0,0.0,0.0,0.0,0.07321036148988638,0.8106483703225765
dpo,91,91,0,1092,0.5955713514589003,0.4970776441474143,0.06432380410096011,1.0342884845671496,0.07321036148988638,0.0,0.0,0.0,0.0,0.07230112306000915,0.813879850046038
dpo,92,92,0,1104,0.5956804701971914,0.4971492754482123,0.06302775073390265,1.035584537934207,0.07230112306000915,0.0,0.0,0.0,0.0,0.07141137119998721,0.8170933070423678
dpo,93,93,0,1116,0.5957858442580064,0.4972188036854311,0.06177286781523406,1.0368394208528757,0.07141137119998721,0.0,0.0,0.0,0.0,0.07054048570604034,0.8202889355634477
dpo,94,94,0,1128,0.595887580632229,0.49728600594190947,0.060555301435665745,1.038056987232444,0.07054048570604034,0.0,0.0,0.0,0.0,0.06968787345104617,0.8234669283210279
dpo,95,95,0,1140,0.595985842526132,0.49735073011389475,0.05937078722895163,1.0392415014391583,0.06968787345104617,0.0,0.0,0.0,0.0,0.0688529653335218,0.8266274746643644
dpo,96,96,0,1152,0.5960808286936338,0.4974129663613521,0.05821584134366969,1.04039644732444,0.0688529653335218,0.0,0.0,0.0,0.0,0.06803521533639707,0.8297707608121483
dpo,97,97,0,1164,0.5961727435445785,0.4974728585475464,0.057088500019433074,1.0415237886486768,0.06803521533639707,0.0,0.0,0.0,0.0,0.06723410078160569,0.832896971226674
dpo,98,98,0,1176,0.5962617711355005,0.49753066142772095,0.05598839607081534,1.0426238925972944,0.06723410078160569,0.0,0.0,0.0,0.0,0.06644912165403567,0.8360062890117312
dpo,99,99,0,1188,0.5963480610115183,0.497586666209163,0.054916244274142004,1.0436960443939678,0.06644912165403567,0.0,0.0,0.0,0.0,0.06567979854891867,0.8390988948926305
dpo,100,100,0,1200,0.5964317272699006,0.4976411238730753,0.053873019501336536,1.0447392691667734,0.06567979854891867,0.0,0.0,0.0,0.0,0.06492567068268049,0.8421749662160165
dpo,101,101,0,1212,0.5965128572779907,0.497694191877859,0.05285918062991764,1.045753108038192,0.06492567068268049,0.0,0.0,0.0,0.0,0.06418629512068609,0.8452346771198741
dpo,102,102,0,1224,0.5965915244047162,0.49774591833063153,0.05187421873135244,1.0467380699367574,0.06418629512068609,0.0,0.0,0.0,0.0,0.0634612467222619,0.8482781993761189
dpo,103,103,0,1236,0.5966677995430675,0.4977962632527827,0.05091664419983526,1.0476956444682746,0.0634612467222619,0.0,0.0,0.0,0.0,0.06275011759882547,0.8513057027069287
dpo,104,104,0,1248,0.5967417581555918,0.49784514440112027,0.049984349991820096,1.0486279386762898,0.06275011759882547,0.0,0.0,0.0,0.0,0.062052515787034766,0.85431735427992
dpo,105,105,0,1260,0.5968134820802022,0.4978924889992849,0.049075161951323054,1.0495371267167868,0.062052515787034766,0.0,0.0,0.0,0.0,0.06136806391407185,0.8573133181586278
dpo,106,106,0,1272,0.5968830574603177,0.49793827376514366,0.04818734785174794,1.0504249408163617,0.06136806391407185,0.0,0.0,0.0,0.0,0.06069639853870503,0.8602937553908978
dpo,107,107,0,1284,0.5969505711752384,0.49798254221979005,0.04731990511812935,1.0512923835499803,0.06069639853870503,0.0,0.0,0.0,0.0,0.060037169951013686,0.8632588245198334
dpo,108,108,0,1296,0.5970161078328865,0.4980253972922632,0.046472553804642075,1.0521397348634676,0.060037169951013686,0.0,0.0,0.0,0.0,0.05939004175966852,0.866208681849868
dpo,109,109,0,1308,0.5970797482226842,0.4980669753843443,0.04564547948772213,1.0529668091803877,0.05939004175966852,0.0,0.0,0.0,0.0,0.058754690035779565,0.8691434812394317
dpo,110,110,0,1320,0.597141568953863,0.498107412945587,0.04483895500929168,1.053773333658818,0.058754690035779565,0.0,0.0,0.0,0.0,0.05813080240054471,0.8720633738076403
dpo,111,111,0,1332,0.5972016424564606,0.4981468172713301,0.04405299438034586,1.0545592942877642,0.05813080240054471,0.0,0.0,0.0,0.0,0.05751807746910078,0.874968507967178
dpo,112,112,0,1344,0.5972600366860272,0.49818525013677306,0.04328715737428927,1.0553251312938206,0.05751807746910078,0.0,0.0,0.0,0.0,0.056916224594050414,0.877859029728143
dpo,113,113,0,1356,0.5973168144116194,0.4982227275433502,0.04254055189269809,1.0560717367754116,0.056916224594050414,0.0,0.0,0.0,0.0,0.056324963548018615,0.8807350829146959
dpo,114,114,0,1368,0.5973720324668311,0.49825923328606786,0.041812004510316955,1.0568002841577928,0.056324963548018615,0.0,0.0,0.0,0.0,0.055744023965553925,0.8835968091167709
dpo,115,115,0,1380,0.5974257415575872,0.4982947400561015,0.041100315090254025,1.0575119735778558,0.055744023965553925,0.0,0.0,0.0,0.0,0.055173144713632376,0.8864443475467424
dpo,116,116,0,1392,0.5974779870938428,0.4983292304023057,0.04040449409443708,1.0582077945736725,0.055173144713632376,0.0,0.0,0.0,0.0,0.05461207343492486,0.8892778350454383
dpo,117,117,0,1404,0.5975288111184938,0.49836271110928043,0.039723901509272415,1.0588883871588373,0.05461207343492486,0.0,0.0,0.0,0.0,0.0540605662827777,0.8920974062574438
dpo,118,118,0,1416,0.5975782549059693,0.49839521758275324,0.03905825189792423,1.0595540367701854,0.0540605662827777,0.0,0.0,0.0,0.0,0.0535183876675245,0.8949031937970308
dpo,119,119,0,1428,0.5976263614154184,0.498426808422429,0.03840750170711666,1.0602047869609932,0.0535183876675245,0.0,0.0,0.0,0.0,0.052985309883391014,0.8976953282754884
dpo,120,120,0,1440,0.5976731767116585,0.49845755332160635,0.03777167370627035,1.0608406149618395,0.052985309883391014,0.0,0.0,0.0,0.0,0.05246111267175962,0.9004739382463667
