group_size,batch_prompts,algorithm,step,optimizer_steps,sampled_actions,pair_presentations,expected_reward,best_action_probability,entropy,kl_reference,loss,value_loss,clip_fraction,old_policy_kl,zero_group_fraction
4,32,grpo,36,144,4608,0,0.9927404946580818,0.9938632369793975,0.040991250522847154,1.0576210381452626,0.031822421367050456,0.0,0.0,4.7458607320279724e-06,1.0
4,32,grpo,37,148,4736,0,0.9927961036704764,0.9939053912744782,0.04074020727008413,1.0578720813980258,0.03175472444493167,0.0,0.0,1.9019665305058164e-06,1.0
4,32,grpo,38,152,4864,0,0.9928623999614177,0.9939577053834192,0.04038836541258663,1.0582239232555235,0.03088058574368295,0.0,0.0,2.3482410334884503e-06,0.96875
4,32,grpo,39,156,4992,0,0.9930521695824617,0.9941043726759506,0.03944666344717103,1.059165625220939,0.029146203456900877,0.0,0.0,8.995435468262091e-06,0.9375
4,32,grpo,40,160,5120,0,0.9932123765368908,0.9942276292606171,0.038644942674398414,1.0599673459937111,0.0317240470767421,0.0,0.0,7.3181507274130575e-06,1.0
4,32,grpo,41,164,5248,0,0.9932898825651296,0.9942868057606096,0.03823701736409395,1.060375271304016,0.03176843686970546,0.0,0.0,2.8644779869985475e-06,1.0
4,32,grpo,42,168,5376,0,0.9933215717341422,0.9943101347156817,0.03805437778967152,1.0605579108784382,0.03186879433165987,0.0,0.0,1.1860967621893223e-06,1.0
4,32,grpo,43,172,5504,0,0.993324005406176,0.9943104245051174,0.03801621983729651,1.0605960688308131,0.031840371449542305,0.0,0.0,5.536622177670494e-07,1.0
4,32,grpo,44,176,5632,0,0.9936720049472931,0.9945680622441637,0.03660924444626901,1.0620030442218409,0.029552489970175767,0.0,0.0,1.3779458908033698e-05,0.9375
4,32,grpo,45,180,5760,0,0.9943344498673341,0.9951335667826516,0.03348276665258084,1.0651295220155288,0.027555080283629078,0.0,0.015625,7.06665954527287e-05,0.9375
4,32,grpo,46,184,5888,0,0.9949645514787999,0.9956627118470102,0.03043668960959552,1.0681755990585144,0.0292378601368584,0.0,0.0078125,8.574570383163744e-05,0.96875
4,32,grpo,47,188,6016,0,0.9953136873014632,0.9959524818911777,0.028690185978035944,1.0699221026900738,0.032105593712076406,0.0,0.0,3.3963427654618884e-05,1.0
4,32,grpo,48,192,6144,0,0.9956858751369535,0.9962627589844242,0.026756432815494134,1.0718558558526157,0.028771307127453138,0.0,0.0078125,3.459028014667996e-05,0.9375
4,32,grpo,49,196,6272,0,0.9960984486065074,0.9966338416005063,0.02441062250543806,1.0742016661626717,0.029161408774819177,0.0,0.0078125,3.788420507212741e-05,0.9375
4,32,grpo,50,200,6400,0,0.9964397032652778,0.9969403332349948,0.022422568039866878,1.076189720628243,0.02949821110051281,0.0,0.0078125,3.3069622242466515e-05,0.96875
4,32,grpo,51,204,6528,0,0.9966354932942939,0.9971166683349237,0.02124931526838141,1.0773629733997283,0.032302834359885506,0.0,0.0,1.3289614420469282e-05,1.0
4,32,grpo,52,208,6656,0,0.9968265766260759,0.9972760611096376,0.020205664906414223,1.0784066237616954,0.031569755575816406,0.0,0.0,7.806441982934773e-06,0.96875
4,32,grpo,53,212,6784,0,0.9969757608053486,0.9973970663746519,0.01941235525768012,1.0791999334104299,0.03233174940194777,0.0,0.0,5.1375188738923e-06,1.0
4,32,grpo,54,216,6912,0,0.9970640882535983,0.9974688528971632,0.01893602040672179,1.079676268261388,0.03241252346406001,0.0,0.0,2.015917702371133e-06,1.0
4,32,grpo,55,220,7040,0,0.9971163570561383,0.9975113041473437,0.018651468044070117,1.0799608206240396,0.03238863554759749,0.0,0.0,7.984232528403521e-07,1.0
4,32,grpo,56,224,7168,0,0.997146182463265,0.9975354281902634,0.018487800734377766,1.0801244879337322,0.03237040650649971,0.0,0.0,3.1195882080006153e-07,1.0
4,32,grpo,57,228,7296,0,0.9971614933286125,0.9975476468645581,0.0184029283701916,1.0802093602979184,0.0323383691843983,0.0,0.0,1.218752999230438e-07,1.0
4,32,grpo,58,232,7424,0,0.9971682888339948,0.9975528718333653,0.018364990894184696,1.080247297773925,0.03248341646391069,0.0,0.0,4.7522777078642886e-08,1.0
4,32,grpo,59,236,7552,0,0.9972426394256193,0.9976250121648371,0.017916732488169412,1.0806955561799403,0.03162726872331176,0.0,0.0,2.8156313153479196e-06,0.96875
4,32,grpo,60,240,7680,0,0.9973663620971709,0.9977445151298558,0.017144766652277467,1.0814675220158323,0.031335801194505734,0.0,0.0,5.700185404538769e-06,0.96875
4,32,grpo,61,244,7808,0,0.9975162483607392,0.9978753482653793,0.016278261997919454,1.0823340266701902,0.03125270742124603,0.0,0.0,8.382852048403726e-06,0.96875
4,32,grpo,62,248,7936,0,0.9976274302189574,0.9979687580916595,0.01564933628926263,1.082962952378847,0.032534710325120245,0.0,0.0,5.28749991194871e-06,1.0
4,32,grpo,63,252,8064,0,0.997692290562298,0.998023303732675,0.015277292542408342,1.0833349961257013,0.03251973542873572,0.0,0.0,2.0255207469367668e-06,1.0
4,32,grpo,64,256,8192,0,0.9977697489514699,0.9980841281334344,0.014854729087319968,1.0837575595807898,0.031238745248540048,0.0,0.0,3.7831580342632943e-06,0.96875
4,32,grpo,65,260,8320,0,0.9978301192998769,0.9981308192250933,0.01452335473889855,1.0840889339292112,0.032503324178968604,0.0,0.0,2.8975674339152122e-06,1.0
4,32,grpo,66,264,8448,0,0.9978635419078016,0.9981567331929507,0.014335609151767945,1.0842766795163419,0.03251910314616131,0.0,0.0,1.105982128930165e-06,1.0
4,32,grpo,67,268,8576,0,0.9978816350913827,0.9981706850647528,0.014232016438448982,1.084380272229661,0.032518721327611334,0.0,0.0,4.398415064605666e-07,1.0
4,32,grpo,68,272,8704,0,0.997890402689904,0.9981773063345091,0.014180444040460254,1.0844318446276495,0.032505162512407114,0.0,0.0,1.800541072876417e-07,1.0
4,32,grpo,69,276,8832,0,0.9979301702113677,0.9982225830239491,0.013864807891104823,1.084747480777005,0.03144451708017289,0.0,0.0,2.871944551340807e-06,0.96875
4,32,grpo,70,280,8960,0,0.9979671935942108,0.9982657280855989,0.013558413238356739,1.0850538754297532,0.032550290092487,0.0,0.0,3.337835862630005e-06,1.0
4,32,grpo,71,284,9088,0,0.9979870393085944,0.9982893320728399,0.01338645965475099,1.0852258290133587,0.03260517877731112,0.0,0.0,1.2511496720743982e-06,1.0
4,32,grpo,72,288,9216,0,0.9979974137076928,0.998302223492223,0.013290273448868342,1.0853220152192415,0.03260941654585379,0.0,0.0,4.876711577431178e-07,1.0
4,32,grpo,73,292,9344,0,0.9980019102357639,0.9983086196102757,0.013240616071558062,1.0853716725965517,0.03257720826181883,0.0,0.0,1.9680053329233038e-07,1.0
4,32,grpo,74,296,9472,0,0.9980020043933071,0.9983104371740051,0.013223394329451611,1.085388894338658,0.0324943468642522,0.0,0.0,8.46012795491247e-08,1.0
4,32,grpo,75,300,9600,0,0.9979995740736571,0.9983095683908725,0.01322551679965123,1.0853867718684587,0.03258067715192646,0.0,0.0,3.870751518109822e-08,1.0
4,32,grpo,76,304,9728,0,0.998061615539065,0.9983684418393947,0.012844963916744796,1.0857673247513648,0.03169796379602721,0.0,0.0,2.523293954138218e-06,0.96875
4,32,grpo,77,308,9856,0,0.9981822391231566,0.9984794958011963,0.012117502322674771,1.0864947863454348,0.03038067710463323,0.0,0.0078125,1.0351304110669411e-05,0.96875
4,32,grpo,78,312,9984,0,0.998350101468019,0.9986159454477803,0.011220892772291019,1.0873913958958188,0.031084383803131582,0.0,0.0,1.4630474340368184e-05,0.96875
4,32,grpo,79,316,10112,0,0.9984745656459023,0.998713179731473,0.010569978385271416,1.0880423102828383,0.03265132297722763,0.0,0.0,8.693210477077962e-06,1.0
4,32,grpo,80,320,10240,0,0.9985827015958869,0.9987972992698747,0.009972057513878096,1.0886402311542316,0.031220253910508464,0.0,0.0,5.3407313549085085e-06,0.96875
4,32,grpo,81,324,10368,0,0.9986844045199551,0.9988854383563357,0.0093230514579634,1.0892892372101466,0.031449826035398115,0.0,0.0,5.554924633105847e-06,0.96875
4,32,grpo,82,328,10496,0,0.9987538166595538,0.998948332229666,0.008851828080858168,1.0897604605872515,0.03268256525706285,0.0,0.0,3.568222312441313e-06,1.0
4,32,grpo,83,332,10624,0,0.9987949850681285,0.9989854943146562,0.008570114207105635,1.0900421744610043,0.032675784614814136,0.0,0.0,1.3476014151166985e-06,1.0
4,32,grpo,84,336,10752,0,0.9988198370073174,0.999007919775317,0.008398734951925772,1.090213553716184,0.0326901971686109,0.0,0.0,5.291794666453128e-07,1.0
4,32,grpo,85,340,10880,0,0.9988348057172928,0.9990214706901935,0.008294487900824082,1.0903178007672856,0.032691350300915446,0.0,0.0,2.1131559030219124e-07,1.0
4,32,grpo,86,344,11008,0,0.9988436544161362,0.9990295383260687,0.008232014008631609,1.0903802746594782,0.03271102819396416,0.0,0.0,8.412392736276488e-08,1.0
4,32,grpo,87,348,11136,0,0.9988486944786327,0.9990341869107062,0.00819575541254737,1.0904165332555624,0.032722488448734065,0.0,0.0,3.3413319953356495e-08,1.0
4,32,grpo,88,352,11264,0,0.9988512019895321,0.9990365841501541,0.008176745285840833,1.090435543382269,0.03270361076519583,0.0,0.0,1.2927205441758807e-08,1.0
4,32,grpo,89,356,11392,0,0.9988519534350824,0.999037438912008,0.008169500443284305,1.0904427882248255,0.0326933654951909,0.0,0.0,4.930656710066399e-09,1.0
4,32,grpo,90,360,11520,0,0.9988516354628203,0.9990373411228352,0.00816957669532126,1.0904427119727884,0.03271971462521501,0.0,0.0,2.111277185068603e-09,1.0
4,32,grpo,91,364,11648,0,0.9988505994258347,0.9990366062743243,0.008174545035085634,1.0904377436330241,0.032702990429715466,0.0,0.0,1.347217208363764e-09,1.0
4,32,grpo,92,368,11776,0,0.9988490197948985,0.9990353995785984,0.008183089126444741,1.0904291995416648,0.032699788819647246,0.0,0.0,1.4280450254380495e-09,1.0
4,32,grpo,93,372,11904,0,0.9988471574294473,0.9990339317113637,0.008193668413381667,1.0904186202547281,0.03271735903907202,0.0,0.0,1.5509325453135281e-09,1.0
4,32,grpo,94,376,12032,0,0.9988450215339851,0.9990322304032084,0.008206004460534606,1.090406284207575,0.03268921821140629,0.0,0.0,1.891425972212992e-09,1.0
4,32,grpo,95,380,12160,0,0.9988426468992421,0.9990303369443411,0.008219743537597309,1.0903925451305125,0.032695267064921325,0.0,0.0,2.3093356895447817e-09,1.0
4,32,grpo,96,384,12288,0,0.9988402691871413,0.99902842304875,0.008233707633575654,1.0903785810345341,0.03272339946374376,0.0,0.0,2.158848285715467e-09,1.0
4,32,grpo,97,388,12416,0,0.9988378640245058,0.9990264758327598,0.008247960263893109,1.0903643284042168,0.03270377059555994,0.0,0.0,2.1419565611570175e-09,1.0
4,32,grpo,98,392,12544,0,0.9988354681287817,0.9990245215195686,0.008262318883448097,1.0903499697846617,0.03271887399659952,0.0,0.0,2.0858179537105605e-09,1.0
4,32,grpo,99,396,12672,0,0.9988331814208726,0.9990226294335585,0.008276307014030022,1.0903359816540796,0.03273598536329002,0.0,0.0,1.9088028267357255e-09,1.0
4,32,grpo,100,400,12800,0,0.998830852487588,0.9990207027512317,0.008290542515469415,1.0903217461526404,0.03270657463151781,0.0,0.0,1.972594183227517e-09,1.0
4,32,grpo,101,404,12928,0,0.998828482348596,0.9990187502875467,0.008304937151403504,1.090307351516706,0.03272431082350562,0.0,0.0,2.019486948466151e-09,1.0
4,32,grpo,102,408,13056,0,0.9988261023082551,0.9990167918413807,0.008319355969999413,1.0902929326981103,0.032723896412363784,0.0,0.0,2.0830828869833216e-09,1.0
4,32,grpo,103,412,13184,0,0.9988235713722243,0.9990147206662465,0.008334557812959432,1.0902777308551503,0.032686965378463946,0.0,0.0,2.367132989671376e-09,1.0
4,32,grpo,104,416,13312,0,0.9988209430070007,0.9990125749091403,0.008350297874568965,1.090261990793541,0.032701293076397846,0.0,0.0,2.4829118021943363e-09,1.0
4,32,grpo,105,420,13440,0,0.9988182474146601,0.9990103780260735,0.008366408830939264,1.0902458798371706,0.0326933655601001,0.0,0.0,2.589482447854879e-09,1.0
4,32,grpo,106,424,13568,0,0.9988154333584142,0.9990080962179523,0.008383093502764321,1.0902291951653453,0.03268883058144556,0.0,0.0,2.8375974211051918e-09,1.0
4,32,grpo,107,428,13696,0,0.9988125752992396,0.9990057836948683,0.008399985058531545,1.090212303609578,0.032699075221900326,0.0,0.0,2.9230141098121077e-09,1.0
4,32,grpo,108,432,13824,0,0.9988096727428846,0.9990034386184159,0.008417104505006451,1.0901951841631035,0.03268972379908808,0.0,0.0,3.0174429228873898e-09,1.0
4,32,grpo,109,436,13952,0,0.9988402131076153,0.9990301848721798,0.00822226642604721,1.0903900222420626,0.03156751802780384,0.0,0.0,1.3629018362774387e-06,0.96875
4,32,grpo,110,440,14080,0,0.9988730972796188,0.999058473957119,0.008014091451601221,1.0905981972165086,0.03271134690130661,0.0,0.0,1.6374292344018353e-06,1.0
4,32,grpo,111,444,14208,0,0.998892326008299,0.9990747992744821,0.007892931584791442,1.0907193570833182,0.03272046955781653,0.0,0.0,6.20572427974655e-07,1.0
4,32,grpo,112,448,14336,0,0.9989035192957809,0.9990842306619707,0.007822539478144512,1.0907897491899652,0.032710094378243175,0.0,0.0,2.428604160735406e-07,1.0
4,32,grpo,113,452,14464,0,0.9989098296634756,0.9990895213713837,0.0077828963585055005,1.0908293923096042,0.03272401842325463,0.0,0.0,9.678474168707638e-08,1.0
4,32,grpo,114,456,14592,0,0.9989381957535128,0.9991128740301902,0.007607191214988174,1.0910050974531216,0.03126302005341627,0.0,0.0,1.364593044758115e-06,0.96875
4,32,grpo,115,460,14720,0,0.9989659130504615,0.9991352624603295,0.007437244316939389,1.0911750443511705,0.03275692770420965,0.0,0.0,1.3571199249779986e-06,1.0
4,32,grpo,116,464,14848,0,0.9989821480023839,0.999148135499923,0.007338796056681239,1.0912734926114287,0.03275305606569941,0.0,0.0,5.141619190568771e-07,1.0
4,32,grpo,117,468,14976,0,0.9989916145274145,0.9991555322471338,0.007281898457791572,1.0913303902103182,0.03274076990737094,0.0,0.0,2.0035135885717574e-07,1.0
4,32,grpo,118,472,15104,0,0.9990354033709636,0.9991860581496377,0.0070573476016297584,1.09155494106648,0.03150662386807221,0.0,0.0,2.3258639510302258e-06,0.96875
4,32,grpo,119,476,15232,0,0.9990761183439014,0.9992142190122941,0.006846510755779002,1.0917657779123306,0.03275336297244139,0.0,0.0,2.3513546370059188e-06,1.0
4,32,grpo,120,480,15360,0,0.9990989898179795,0.9992299586162621,0.0067264341020721145,1.0918858545660377,0.03276798470224744,0.0,0.0,8.788998393838835e-07,1.0
8,16,grpo,0,0,0,0,0.23333333333333334,0.3333333333333333,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0
8,16,grpo,1,4,128,0,0.38711767313524836,0.44350520099601604,1.0660911482502111,0.03252114041789875,-0.1255535894582945,0.0,0.5234375,0.03277721210842977,0.0
8,16,grpo,2,8,256,0,0.5360793149601348,0.5737525714266696,0.9707211112824128,0.12789117738569705,-0.15644558382014667,0.0,0.78125,0.03498603537527932,0.0
8,16,grpo,3,12,384,0,0.6747401389719972,0.700977156065375,0.8120725252574139,0.28653976341069587,-0.14963118913820295,0.0,1.0,0.03634535148305461,0.0
8,16,grpo,4,16,512,0,0.7855234085240625,0.8041244703811803,0.6276402970468555,0.47097199162125414,-0.11121218153951631,0.0,0.296875,0.030395874671360127,0.0625
8,16,grpo,5,20,640,0,0.8600992988338672,0.8727178507600561,0.46777224378674576,0.6308400448813641,-0.06359816396955431,0.0,0.171875,0.018735679903865977,0.1875
8,16,grpo,6,24,768,0,0.9074362926870339,0.916812336764371,0.34353510925238007,0.7550771794157298,-0.050850589730497775,0.0,0.140625,0.0112515722560813,0.1875
8,16,grpo,7,28,896,0,0.9356247779096726,0.9429338284338541,0.2582010986903877,0.8404111899777221,-0.010323008470054275,0.0,0.078125,0.005701297759862244,0.5625
8,16,grpo,8,32,1024,0,0.9537881913934974,0.9595866002001461,0.19720399596624943,0.9014082927018604,-0.011881740431808629,0.0,0.0859375,0.003274537848782983,0.5
8,16,grpo,9,36,1152,0,0.9654897479885318,0.9700983321004802,0.15501340692877175,0.943598881739338,0.0054628365345509855,0.0,0.046875,0.0017656840004541636,0.6875
8,16,grpo,10,40,1280,0,0.9726272842569413,0.9764161620437979,0.12781408951480366,0.9707981991533061,0.02047816425603092,0.0,0.015625,0.0008401434210574275,0.875
8,16,grpo,11,44,1408,0,0.9772246625084042,0.9804565058875996,0.10947971993980563,0.9891325687283042,0.022589266906194602,0.0,0.0078125,0.00043439968704417955,0.875
8,16,grpo,12,48,1536,0,0.9813154144452105,0.984064305695839,0.0925674136821483,1.0060448749859614,0.010807161048431844,0.0,0.0390625,0.000404059538686424,0.625
8,16,grpo,13,52,1664,0,0.9846042564020014,0.9869739265323745,0.07823924574681282,1.020373042921297,0.02031529180709859,0.0,0.015625,0.0003359661428183756,0.8125
8,16,grpo,14,56,1792,0,0.9867735190993301,0.9888692512698788,0.06849449290601375,1.030117795762096,0.02767611049783885,0.0,0.0078125,0.00018115223331968957,0.9375
8,16,grpo,15,60,1920,0,0.988203545646611,0.9900936580896935,0.06198183341898186,1.0366304552491277,0.028060657105514662,0.0,0.0,9.346110865129618e-05,0.9375
8,16,grpo,16,64,2048,0,0.9893226340011372,0.9910211383508463,0.05699902991422152,1.0416132587538884,0.02986393923048575,0.0,0.0,5.375678181860301e-05,0.9375
8,16,grpo,17,68,2176,0,0.9903951500658895,0.9919516220911829,0.051995508557846515,1.0466167801102633,0.027524378220976843,0.0,0.0,5.737423433669567e-05,0.875
8,16,grpo,18,72,2304,0,0.991253680339349,0.9927220047299267,0.047753143719265805,1.050859144948844,0.029601150342554804,0.0,0.0,4.4113176713459454e-05,0.9375
8,16,grpo,19,76,2432,0,0.9918109437885589,0.993223322100595,0.04493279239887161,1.0536794962692382,0.03160942353785751,0.0,0.0,2.114492844041532e-05,1.0
8,16,grpo,20,80,2560,0,0.9922209412598264,0.9935964714484773,0.042784411327751064,1.0558278773403589,0.029200038941880266,0.0,0.0,1.617861437816291e-05,0.9375
8,16,grpo,21,84,2688,0,0.9926693568588368,0.9939772403209022,0.040525160588584394,1.0580871280795254,0.02851631269463581,0.0,0.0,2.0636086851113825e-05,0.875
8,16,grpo,22,88,2816,0,0.993176277054232,0.9943813794086216,0.03814597759947109,1.0604663110686385,0.0303370638605242,0.0,0.0,2.0902419663054342e-05,0.9375
8,16,grpo,23,92,2944,0,0.9935537501550545,0.9946786122497425,0.03638985230046705,1.0622224363676427,0.03184179654737566,0.0,0.0,1.2902654155333656e-05,1.0
8,16,grpo,24,96,3072,0,0.9938435020199532,0.994922020688241,0.0348962213996618,1.063716067268448,0.02968745727205655,0.0,0.0,1.10470794828603e-05,0.9375
8,16,grpo,25,100,3200,0,0.994221388087703,0.995226027323989,0.033090387646073284,1.0655219010220365,0.03087994324693286,0.0,0.0,1.3229396286638295e-05,0.9375
8,16,grpo,26,104,3328,0,0.9945325798310451,0.9954710261532104,0.03164420949877601,1.066968079169334,0.032050904331809266,0.0,0.0,9.670070529636833e-06,1.0
8,16,grpo,27,108,3456,0,0.994776816649056,0.9956611728129744,0.030475341656990843,1.0681369470111188,0.03016210581405617,0.0,0.0,7.737543762780224e-06,0.9375
8,16,grpo,28,112,3584,0,0.9949467318312935,0.9957926138825302,0.02964574750524194,1.0689665411628677,0.03200725517449135,0.0,0.0,5.13282890155839e-06,1.0
8,16,grpo,29,116,3712,0,0.995047673991382,0.9958704743461613,0.02914932059424833,1.0694629680738614,0.03213377139964133,0.0,0.0,2.0060124581034075e-06,1.0
8,16,grpo,30,120,3840,0,0.995106353673926,0.9959153731143559,0.02885965101448358,1.0697526376536264,0.03202626824869005,0.0,0.0,8.035615127562606e-07,1.0
8,16,grpo,31,124,3968,0,0.9951383974603987,0.9959394257072665,0.028701385801388167,1.0699109028667215,0.03211809103115623,0.0,0.0,3.2190978910392806e-07,1.0
8,16,grpo,32,128,4096,0,0.9952938156606528,0.9960565169621366,0.02800891080486958,1.0706033778632402,0.03059824146169886,0.0,0.0,5.307221819513312e-06,0.9375
8,16,grpo,33,132,4224,0,0.9954467177112851,0.9961722563255284,0.0273176754315632,1.0712946132365466,0.032161343829835036,0.0,0.0,6.041255099289139e-06,1.0
8,16,grpo,34,136,4352,0,0.995632613828223,0.9963388731204754,0.026304842311993197,1.0723074463561164,0.030054410762267475,0.0,0.0,1.2651723947117719e-05,0.9375
8,16,grpo,35,140,4480,0,0.995778899044566,0.9964742623477346,0.025461319506572207,1.0731509691615375,0.032188831244907214,0.0,0.0,1.051320253873305e-05,1.0
8,16,grpo,36,144,4608,0,0.9958612441226887,0.9965500903748069,0.024978287153323366,1.0736340015147863,0.032244644307322365,0.0,0.0,4.0064415593447026e-06,1.0
8,16,grpo,37,148,4736,0,0.9959917120908677,0.9966562907445325,0.02429522749519962,1.0743170611729103,0.030175721380133344,0.0,0.0,8.172995071353513e-06,0.9375
8,16,grpo,38,152,4864,0,0.9961003031232862,0.996742894428507,0.02372601339594194,1.074886275272168,0.0324061261271398,0.0,0.0,6.520634283088297e-06,1.0
8,16,grpo,39,156,4992,0,0.996159457064025,0.9967901561816261,0.023406914791644584,1.0752053738764653,0.032196294881638166,0.0,0.0,2.5220937235362347e-06,1.0
8,16,grpo,40,160,5120,0,0.9961902754443637,0.996814650408267,0.02323560772175077,1.075376680946359,0.0322362061843483,0.0,0.0,1.014709024766357e-06,1.0
8,16,grpo,41,164,5248,0,0.9964040419109372,0.9970029349292285,0.022081027130913596,1.0765312615371962,0.02964552056758115,0.0,0.0,8.668477378506365e-06,0.875
8,16,grpo,42,168,5376,0,0.9967176930400503,0.9972859321240953,0.020334526630274043,1.0782777620378359,0.02857967228316552,0.0,0.0078125,2.6969645550196725e-05,0.9375
8,16,grpo,43,172,5504,0,0.9969363345782221,0.9974812984555725,0.01910059705735053,1.0795116916107592,0.03239204744416636,0.0,0.0,1.5736016624254937e-05,1.0
8,16,grpo,44,176,5632,0,0.9970645464656365,0.9975938218188185,0.01837681096393829,1.0802354777041714,0.032456947469513095,0.0,0.0,5.734544748851198e-06,1.0
8,16,grpo,45,180,5760,0,0.9971419706077131,0.9976610159175467,0.017939997914193716,1.0806722907539161,0.0324568304644795,0.0,0.0,2.212137291040823e-06,1.0
8,16,grpo,46,184,5888,0,0.9971891414207699,0.9977016815070348,0.017674079302230507,1.0809382093658793,0.032487966755826124,0.0,0.0,8.808499307968951e-07,1.0
8,16,grpo,47,188,6016,0,0.997217331624201,0.9977259502866276,0.01751484776278884,1.081097440905321,0.0324496356207627,0.0,0.0,3.4901556120795996e-07,1.0
8,16,grpo,48,192,6144,0,0.9972330452619687,0.9977395908578488,0.017425070381344564,1.0811872182867652,0.03238538956390871,0.0,0.0,1.3046645992115087e-07,1.0
8,16,grpo,49,196,6272,0,0.9972411982519587,0.9977467324338651,0.017378206883074596,1.0812340817850352,0.03249658129213579,0.0,0.0,5.121079287812907e-08,1.0
8,16,grpo,50,200,6400,0,0.997291321026685,0.9977856293537085,0.017097951795843037,1.0815143368722666,0.03066294071183128,0.0,0.0,2.1756604368022328e-06,0.9375
8,16,grpo,51,204,6528,0,0.9973383265181601,0.9978222643234589,0.01682702229355832,1.0817852663745513,0.03240235648124131,0.0,0.0,2.582918855612847e-06,1.0
8,16,grpo,52,208,6656,0,0.997394571187378,0.9978744561640732,0.016430096394589318,1.0821821922735204,0.02931241937660229,0.0,0.0078125,6.047105157725998e-06,0.9375
8,16,grpo,53,212,6784,0,0.99743486402299,0.9979130530671908,0.01612538507341342,1.0824869035946965,0.03246937666488118,0.0,0.0,4.672115328775477e-06,1.0
8,16,grpo,54,216,6912,0,0.9974544150071143,0.9979319609227418,0.015968579654728213,1.0826437090133816,0.03241625226702336,0.0,0.0,1.6762738746658431e-06,1.0
8,16,grpo,55,220,7040,0,0.9974636646523535,0.997941187252134,0.01588719694221112,1.0827250917258988,0.03260012127565664,0.0,0.0,6.408336762633958e-07,1.0
8,16,grpo,56,224,7168,0,0.9974670951350502,0.9979450184210825,0.015848696722591444,1.0827635919455185,0.03248847467086604,0.0,0.0,2.5730891533342033e-07,1.0
8,16,grpo,57,228,7296,0,0.9974670493126679,0.9979456306987706,0.01583613593223265,1.0827761527358772,0.03252671537644886,0.0,0.0,1.0818571534938895e-07,1.0
8,16,grpo,58,232,7424,0,0.9974645379229307,0.997944051102837,0.015840894353772658,1.082771394314337,0.032492333525592935,0.0,0.0,4.8569539176311694e-08,1.0
8,16,grpo,59,236,7552,0,0.9974600501280009,0.9979407840196269,0.015858515433708028,1.0827537732344017,0.03244239953569933,0.0,0.0,2.577339900704376e-08,1.0
8,16,grpo,60,240,7680,0,0.9974549805155186,0.99793694400635,0.0158812435760287,1.082731045092081,0.032598572811096384,0.0,0.0,1.4400602511750926e-08,1.0
8,16,grpo,61,244,7808,0,0.997449411125756,0.9979326364665415,0.015907898670398414,1.0827043899977113,0.03250362286635169,0.0,0.0,9.841999410399678e-09,1.0
8,16,grpo,62,248,7936,0,0.997576507443703,0.9980225812846237,0.01534679361551808,1.0832654950525915,0.030642767181103994,0.0,0.0,6.345429818406484e-06,0.9375
8,16,grpo,63,252,8064,0,0.997703769376966,0.9981131535560506,0.014767814788982068,1.0838444738791277,0.032536239320922186,0.0,0.0,7.433341744313952e-06,1.0
8,16,grpo,64,256,8192,0,0.9978361697250181,0.9982259730036201,0.01400812269345208,1.0846041659746577,0.030261382964854013,0.0,0.0,7.4782898164361885e-06,0.9375
8,16,grpo,65,260,8320,0,0.9979917522369883,0.998365093851114,0.013043012975532262,1.0855692756925777,0.030162875793765226,0.0,0.0,1.1758807077197401e-05,0.9375
8,16,grpo,66,264,8448,0,0.99810299744286,0.9984639299373168,0.012342646177672386,1.0862696424904374,0.03257637196939557,0.0,0.0,7.241746418669908e-06,1.0
8,16,grpo,67,268,8576,0,0.9981674499390891,0.998520722244911,0.011933664597224176,1.0866786240708857,0.03253736581831688,0.0,0.0,2.719790509552175e-06,1.0
8,16,grpo,68,272,8704,0,0.9982585803164774,0.9985933735886205,0.011407749563571082,1.0872045391045386,0.03047979185085458,0.0,0.0,4.8629364496847525e-06,0.9375
8,16,grpo,69,276,8832,0,0.998332458984701,0.9986512667606454,0.010980949786929258,1.0876313388811805,0.03260996118825649,0.0,0.0,4.17659207596961e-06,1.0
8,16,grpo,70,280,8960,0,0.9983745957487601,0.9986844442930866,0.010732005883432143,1.0878802827846776,0.03265200651898372,0.0,0.0,1.565817746103099e-06,1.0
8,16,grpo,71,284,9088,0,0.9983989164958368,0.998703624344581,0.010585858266886657,1.0880264304012233,0.03256490994438372,0.0,0.0,6.145245998386656e-07,1.0
8,16,grpo,72,288,9216,0,0.9984128836832182,0.9987146307605782,0.010500660074987405,1.0881116285931225,0.03264911262344121,0.0,0.0,2.476238403798808e-07,1.0
8,16,grpo,73,292,9344,0,0.9984954679509118,0.9987767071746744,0.010077285056233886,1.088535003611876,0.03109934047178991,0.0,0.0,3.1388634210994314e-06,0.9375
8,16,grpo,74,296,9472,0,0.9985763525512492,0.9988378076195451,0.009656264921761326,1.0889560237463485,0.03265709125105273,0.0,0.0,3.71760274573612e-06,1.0
8,16,grpo,75,300,9600,0,0.9986236163149765,0.9988737165374346,0.009405164298451726,1.089207124369658,0.032685768031758856,0.0,0.0,1.4124963230201352e-06,1.0
8,16,grpo,76,304,9728,0,0.9986520416059139,0.9988953634267721,0.009252462203637058,1.0893598264644728,0.03270200322664387,0.0,0.0,5.547811409869833e-07,1.0
8,16,grpo,77,308,9856,0,0.9986690980222528,0.9989083346450099,0.009160485630758552,1.0894518030373512,0.03264772231103516,0.0,0.0,2.1827091322055424e-07,1.0
