step,time,offset,measured_position,position,velocity,absolute_error
66,6.6000000000000005,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
67,6.7,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
68,6.800000000000001,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
69,6.9,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
70,7.0,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
71,7.1000000000000005,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
72,7.2,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
73,7.300000000000001,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
74,7.4,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
75,7.5,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
76,7.6000000000000005,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
77,7.7,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
78,7.800000000000001,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
79,7.9,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
80,8.0,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
81,8.1,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
82,8.200000000000001,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
83,8.3,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
84,8.4,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
85,8.5,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
86,8.6,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
87,8.700000000000001,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
88,8.8,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
89,8.9,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
90,9.0,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
91,9.1,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
92,9.200000000000001,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
93,9.3,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
94,9.4,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
95,9.5,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
96,9.600000000000001,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
97,9.700000000000001,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
98,9.8,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
99,9.9,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
100,10.0,0.0,0.22000000000000003,0.22000000000000003,-0.0,0.07999999999999996
