step,time,replan_reason,joint_error_rad,max_velocity_bound_violation,solver_violation
114,2.2800000000000016,direct,6.0415955694766675e-05,0.0,0.0
115,2.3000000000000016,direct,5.558268522127101e-05,0.0,0.0
116,2.3200000000000016,direct,5.113607590706639e-05,0.0,0.0
117,2.3400000000000016,direct,4.704519489772718e-05,0.0,0.0
118,2.3600000000000017,direct,4.3281583964048675e-05,0.0,0.0
119,2.3800000000000017,direct,3.981906153239971e-05,0.0,0.0
120,2.4000000000000017,direct,3.66335405524735e-05,0.0,0.0
121,2.4200000000000017,direct,3.370286093550979e-05,0.0,0.0
122,2.4400000000000017,direct,3.100663539771192e-05,0.0,0.0
123,2.4600000000000017,direct,2.852610763596889e-05,0.0,0.0
124,2.4800000000000018,direct,2.6244021849578694e-05,0.0,0.0
125,2.5000000000000018,direct,2.4144502700150893e-05,0.0,0.0
126,2.520000000000002,direct,2.2212944874778256e-05,0.0,0.0
127,2.540000000000002,direct,2.043591148424152e-05,0.0,0.0
128,2.560000000000002,direct,1.8801040588974573e-05,0.0,0.0
129,2.580000000000002,direct,1.72969592034029e-05,0.0,0.0
130,2.600000000000002,direct,1.5913204179812233e-05,0.0,0.0
131,2.620000000000002,direct,1.4640149421068314e-05,0.0,0.0
132,2.640000000000002,direct,1.3468938916966157e-05,0.0,0.0
133,2.660000000000002,direct,1.2391425137250332e-05,0.0,0.0
134,2.680000000000002,direct,1.1400112353196067e-05,0.0,0.0
135,2.700000000000002,direct,1.048810449370159e-05,0.0,0.0
136,2.720000000000002,direct,9.649057172700702e-06,0.0,0.0
137,2.740000000000002,direct,8.877133554298849e-06,0.0,0.0
138,2.760000000000002,direct,8.166963748881963e-06,0.0,0.0
139,2.780000000000002,direct,7.513607457608047e-06,0.0,0.0
140,2.800000000000002,direct,6.912519604981412e-06,0.0,0.0
141,2.820000000000002,direct,6.359518721038508e-06,0.0,0.0
142,2.840000000000002,direct,5.850757853038443e-06,0.0,0.0
143,2.860000000000002,direct,5.382697804143245e-06,0.0,0.0
144,2.880000000000002,direct,4.952082512744973e-06,0.0,0.0
145,2.900000000000002,direct,4.555916402018585e-06,0.0,0.0
146,2.920000000000002,direct,4.191443540987735e-06,0.0,0.0
147,2.940000000000002,direct,3.856128472687489e-06,0.0,0.0
148,2.960000000000002,direct,3.5476385766443196e-06,0.0,0.0
149,2.980000000000002,direct,3.2638278417587773e-06,0.0,0.0
150,3.000000000000002,direct,3.002721937629875e-06,0.0,0.0
151,3.0200000000000022,direct,2.7625044799045876e-06,0.0,0.0
152,3.0400000000000023,direct,2.5415043950556303e-06,0.0,0.0
153,3.0600000000000023,direct,2.3381842951040553e-06,0.0,0.0
154,3.0800000000000023,direct,2.1511297830168443e-06,0.0,0.0
155,3.1000000000000023,direct,1.9790396133459906e-06,0.0,0.0
156,3.1200000000000023,direct,1.8207166402481823e-06,0.0,0.0
157,3.1400000000000023,direct,1.675059489328992e-06,0.0,0.0
158,3.1600000000000024,direct,1.5410548960318883e-06,0.0,0.0
159,3.1800000000000024,direct,1.4177706568900193e-06,0.0,0.0
160,3.2000000000000024,direct,1.3043491447318878e-06,0.0,0.0
161,3.2200000000000024,direct,1.2000013423464146e-06,0.0,0.0
162,3.2400000000000024,direct,1.104001353733894e-06,0.0,0.0
163,3.2600000000000025,direct,1.0156813547300473e-06,0.0,0.0
164,3.2800000000000025,direct,9.344269468795042e-07,0.0,0.0
165,3.3000000000000025,direct,8.596728836047056e-07,0.0,0.0
166,3.3200000000000025,direct,7.908991380295624e-07,0.0,0.0
167,3.3400000000000025,direct,7.276272852715997e-07,0.0,0.0
168,3.3600000000000025,direct,6.694171744666825e-07,0.0,0.0
169,3.3800000000000026,direct,6.158638667919797e-07,0.0,0.0
170,3.4000000000000026,direct,5.665948184074318e-07,0.0,0.0
171,3.4200000000000026,direct,5.212672890113144e-07,0.0,0.0
172,3.4400000000000026,direct,4.795659574674041e-07,0.0,0.0
173,3.4600000000000026,direct,4.412007283613648e-07,0.0,0.0
174,3.4800000000000026,direct,4.0590471381153697e-07,0.0,0.0
175,3.5000000000000027,direct,3.7343237688087363e-07,0.0,0.0
176,3.5200000000000027,direct,3.4355782373595557e-07,0.0,0.0
177,3.5400000000000027,direct,3.160732318647545e-07,0.0,0.0
178,3.5600000000000027,direct,2.907874046365439e-07,0.0,0.0
179,3.5800000000000027,direct,2.675244410363154e-07,0.0,0.0
180,3.6000000000000028,direct,2.46122512263461e-07,0.0,0.0
181,3.6200000000000028,direct,2.2643273561601124e-07,0.0,0.0
182,3.640000000000003,direct,2.0831813916493558e-07,0.0,0.0
183,3.660000000000003,direct,1.916527086514271e-07,0.0,0.0
184,3.680000000000003,direct,1.763205109113498e-07,0.0,0.0
185,3.700000000000003,direct,1.6221488744385055e-07,0.0,0.0
186,3.720000000000003,direct,1.4923771253117358e-07,0.0,0.0
187,3.740000000000003,direct,1.372987103297929e-07,0.0,0.0
188,3.760000000000003,direct,1.2631482708119767e-07,0.0,0.0
189,3.780000000000003,direct,1.1620965343601941e-07,0.0,0.0
190,3.800000000000003,direct,1.0691289268596678e-07,0.0,0.0
191,3.820000000000003,direct,9.835987186889377e-08,0.0,0.0
192,3.840000000000003,direct,9.049109186788724e-08,0.0,0.0
193,3.860000000000003,direct,8.325181350782539e-08,0.0,0.0
194,3.880000000000003,direct,7.659167666761674e-08,0.0,0.0
195,3.900000000000003,direct,7.046435013609759e-08,0.0,0.0
196,3.920000000000003,direct,6.482720911407577e-08,0.0,0.0
197,3.940000000000003,direct,5.964103880370745e-08,0.0,0.0
198,3.960000000000003,direct,5.4869761608040736e-08,0.0,0.0
199,3.980000000000003,direct,5.048018613871039e-08,0.0,0.0
200,4.000000000000003,direct,4.6441776286469495e-08,0.0,0.0
201,4.020000000000002,direct,4.2726438807635475e-08,0.0,0.0
202,4.040000000000002,direct,3.930832792735698e-08,0.0,0.0
203,4.060000000000001,direct,3.6163665582533464e-08,0.0,0.0
204,4.080000000000001,direct,3.327057592348579e-08,0.0,0.0
205,4.1000000000000005,direct,3.0608933130280974e-08,0.0,0.0
206,4.12,direct,2.8160221546288648e-08,0.0,0.0
207,4.14,direct,2.5907406571278786e-08,0.0,0.0
208,4.159999999999999,direct,2.3834816641187942e-08,0.0,0.0
209,4.179999999999999,direct,2.1928033656572216e-08,0.0,0.0
210,4.199999999999998,direct,2.0173793131037743e-08,0.0,0.0
211,4.219999999999998,direct,1.85598917141117e-08,0.0,0.0
212,4.2399999999999975,direct,1.7075102193374887e-08,0.0,0.0
213,4.259999999999997,direct,1.570909565393383e-08,0.0,0.0
214,4.279999999999997,direct,1.4452369557634418e-08,0.0,0.0
215,4.299999999999996,direct,1.3296181387175369e-08,0.0,0.0
216,4.319999999999996,direct,1.2232488233877682e-08,0.0,0.0
217,4.339999999999995,direct,1.1253890372124719e-08,0.0,0.0
218,4.359999999999995,direct,1.0353580217896757e-08,0.0,0.0
219,4.379999999999995,direct,9.525294831325921e-09,0.0,0.0
220,4.399999999999994,direct,8.763272186218084e-09,0.0,0.0
221,4.419999999999994,direct,8.062211253314576e-09,0.0,0.0
222,4.439999999999993,direct,7.417235132172622e-09,0.0,0.0
223,4.459999999999993,direct,6.823857069368812e-09,0.0,0.0
224,4.479999999999992,direct,6.27794915872174e-09,0.0,0.0
225,4.499999999999992,direct,5.775713820413889e-09,0.0,0.0
226,4.519999999999992,direct,5.313657288395358e-09,0.0,0.0
227,4.539999999999991,direct,4.888565208354421e-09,0.0,0.0
228,4.559999999999991,direct,4.497480422945797e-09,0.0,0.0
229,4.57999999999999,direct,4.137682425575831e-09,0.0,0.0
230,4.59999999999999,direct,3.8066681935426856e-09,0.0,0.0
231,4.6199999999999894,direct,3.5021351190128367e-09,0.0,0.0
232,4.639999999999989,direct,3.22196470315629e-09,0.0,0.0
233,4.659999999999989,direct,2.9642078774041787e-09,0.0,0.0
234,4.679999999999988,direct,2.7270715805976034e-09,0.0,0.0
235,4.699999999999988,direct,2.5089061206070193e-09,0.0,0.0
236,4.719999999999987,direct,2.3081938399627887e-09,0.0,0.0
237,4.739999999999987,direct,2.1235385786868266e-09,0.0,0.0
238,4.7599999999999865,direct,1.953655712592766e-09,0.0,0.0
239,4.779999999999986,direct,1.7973634568984716e-09,0.0,0.0
240,4.799999999999986,direct,1.6535745417099422e-09,0.0,0.0
241,4.819999999999985,direct,1.5212887100343492e-09,0.0,0.0
242,4.839999999999985,direct,1.399585786056259e-09,0.0,0.0
243,4.859999999999984,direct,1.2876190471091546e-09,0.0,0.0
244,4.879999999999984,direct,1.1846096300051992e-09,0.0,0.0
245,4.8999999999999835,direct,1.0898409999782945e-09,0.0,0.0
246,4.919999999999983,direct,1.0026538396850013e-09,0.0,0.0
247,4.939999999999983,direct,9.224416625988344e-10,0.0,0.0
248,4.959999999999982,direct,8.486464491299285e-10,0.0,0.0
249,4.979999999999982,direct,7.807547908104143e-10,0.0,0.0
250,4.999999999999981,direct,7.182944671351421e-10,0.0,0.0
